student_id,branch,gender,year,cgpa,attendance_pct,aptitude_score,technical_score,communication_score,projects_count,internships_count,cert_count,extracurricular_score,mock_interview_score,softskill_rating,is_placed,placed_role
S0748,CS,F,2,6.51,90,94,55,52,1,0,2,48,40,46,0,NA
S0749,ME,M,3,8.29,100,61,51,72,2,0,1,66,59,69,0,NA
S0750,ME,F,3,6.53,84,71,56,25,0,0,2,85,64,40,0,NA
S0751,IT,F,2,7.63,91,60,35,47,0,0,0,68,36,60,0,NA
S0752,CS,M,3,7.68,93,49,56,60,3,0,1,100,51,77,1,IT Support
S0753,IT,F,3,7.43,70,66,94,56,1,0,1,55,73,40,0,NA
S0754,EC,F,2,7.81,87,85,82,66,2,0,3,90,69,80,0,NA
S0755,ME,F,3,7.09,83,84,36,39,1,0,1,84,40,61,1,DevOps
S0756,CE,M,4,5.83,78,70,71,54,0,0,2,55,68,51,0,NA
S0757,EC,M,4,6.67,87,71,60,32,2,0,1,80,55,70,0,NA
S0758,IT,M,4,6.16,74,45,72,42,0,1,2,53,41,51,0,NA
S0759,CE,M,2,7.18,87,67,66,48,0,0,1,54,41,62,0,NA
S0760,CE,M,3,7.08,100,59,72,69,1,0,1,38,77,60,1,QA
S0761,CE,F,3,9.02,82,92,51,59,0,1,0,49,64,49,1,IT Support
S0762,EC,F,2,5.86,71,66,53,61,1,0,1,96,39,76,0,NA
S0763,CS,F,2,8.07,84,83,51,59,2,0,0,69,36,66,0,NA
S0764,CS,F,2,5.03,92,51,59,80,2,0,1,67,67,86,0,NA
S0765,IT,M,4,8.32,71,73,90,33,0,0,3,55,62,44,0,NA
S0766,CS,F,2,8.23,81,62,88,58,1,0,0,49,64,63,1,IT Support
S0767,CE,M,4,7.04,81,97,84,79,0,0,1,83,74,68,1,IT Support
S0768,IT,M,3,7.1,90,66,62,52,0,0,2,33,46,38,1,Data Analyst
S0769,ME,M,2,9.06,87,81,85,45,3,1,0,89,82,67,1,IT Support
S0770,CS,F,4,7.82,84,97,45,39,0,0,0,94,35,61,0,NA
S0771,CE,M,4,7.36,81,70,47,75,0,0,0,78,68,75,1,IT Support
S0772,EC,F,4,7.06,82,89,82,77,1,0,2,67,92,86,0,NA
S0773,CE,F,3,8.9,89,86,55,54,2,0,0,76,33,75,1,IT Support
S0774,EC,M,4,5.26,93,58,59,51,0,0,4,71,39,41,1,Data Analyst
S0775,ME,M,2,9.25,64,50,86,27,2,0,3,19,62,20,0,NA
S0776,CE,M,3,7.89,74,79,78,46,2,0,1,44,62,37,0,NA
S0777,ME,F,4,8.2,75,65,95,57,3,0,0,89,83,63,0,NA
S0778,ME,F,3,6.31,81,55,28,37,1,0,1,44,52,50,0,NA
S0779,EC,M,4,5.5,77,64,67,50,0,0,1,53,72,43,0,NA
S0780,CS,F,4,8.28,93,83,56,49,0,0,2,89,43,86,0,NA
S0781,IT,F,3,7.61,100,76,83,47,2,0,0,66,74,65,1,Data Analyst
S0782,CS,F,2,7.36,86,63,92,51,0,0,1,50,81,60,1,DevOps
S0783,CE,M,3,6.67,86,70,66,67,1,0,0,68,53,71,1,Data Analyst
S0784,ME,M,2,5.94,83,70,61,71,1,0,1,83,68,73,1,DevOps
S0785,CE,M,4,7.21,84,62,62,61,2,0,0,50,65,45,0,NA
S0786,CS,F,4,8.88,90,100,90,62,1,0,0,67,68,41,1,DevOps
S0787,ME,F,3,7.39,100,77,72,55,2,1,1,48,53,46,0,NA
S0788,ME,F,2,7.4,90,97,63,86,0,0,0,20,79,57,1,DevOps
S0789,CS,M,4,7.29,64,42,79,38,0,0,0,74,64,28,1,DevOps
S0790,IT,M,4,6.36,86,71,64,68,0,0,0,45,53,51,0,NA
S0791,ME,F,3,5.81,77,68,62,40,0,1,1,51,48,33,1,SDE
S0792,CS,M,3,7.53,76,60,42,56,1,1,1,81,41,57,0,NA
S0793,ME,F,3,5.02,90,77,55,42,2,1,1,49,47,50,0,NA
S0794,CS,M,3,8.06,100,80,57,61,1,0,0,87,61,72,0,NA
S0795,IT,F,2,7.73,100,56,64,75,1,1,0,59,72,77,1,Data Analyst
S0796,ME,F,4,8.05,90,72,88,27,1,0,1,59,65,41,1,SDE
S0797,IT,F,3,6.66,64,97,68,57,2,0,2,87,56,63,1,SDE
S0798,CE,M,3,6.68,93,67,28,57,0,0,2,54,62,49,0,NA
S0799,IT,M,3,7.2,92,59,39,66,0,0,2,88,58,69,1,Data Analyst
S0800,EC,M,3,6.59,85,59,73,61,0,1,1,56,63,49,0,NA
S0801,ME,M,3,8.26,89,64,70,58,0,0,2,70,67,51,0,NA
S0802,EC,F,2,6.74,90,65,70,63,2,1,2,83,59,67,1,QA
S0803,CS,M,2,6.5,71,49,58,60,1,0,1,54,64,58,0,NA
S0804,EC,M,4,9.39,75,80,56,58,3,0,1,67,67,55,1,Data Analyst
S0805,EC,M,2,8.72,68,90,100,70,2,0,3,71,75,65,1,QA
S0806,CS,F,4,6.5,92,43,54,42,0,1,1,50,46,41,0,NA
S0807,EC,M,3,6.85,75,73,51,70,3,0,1,87,84,63,0,NA
S0808,CE,M,4,8.0,65,64,73,62,0,0,0,45,88,59,1,SDE
S0809,EC,F,2,6.48,90,41,93,53,0,0,3,55,70,52,0,NA
S0810,EC,M,3,7.62,73,84,100,62,0,0,0,46,100,59,1,QA
S0811,ME,M,2,5.5,73,50,65,73,1,0,0,76,69,60,0,NA
S0812,IT,F,2,7.08,95,67,51,74,2,0,0,63,97,73,0,NA
S0813,ME,M,4,8.35,85,87,80,63,1,0,1,59,48,57,0,NA
S0814,EC,M,4,7.08,95,70,64,63,1,0,1,63,78,60,1,IT Support
S0815,EC,F,4,7.99,86,81,52,52,0,0,2,55,55,41,0,NA
S0816,CE,M,3,7.07,100,46,47,46,0,0,0,43,53,37,0,NA
S0817,EC,F,3,8.72,94,81,76,54,0,0,1,40,87,50,1,IT Support
S0818,IT,F,4,7.91,90,72,59,63,3,0,1,29,47,39,0,NA
S0819,EC,F,3,6.64,97,63,46,59,3,1,2,30,36,42,0,NA
S0820,EC,F,2,6.54,85,61,36,56,1,0,1,79,45,60,0,NA
S0821,IT,M,3,7.73,84,60,52,74,2,0,1,60,76,55,0,NA
S0822,EC,M,4,8.96,61,70,52,71,0,1,1,60,49,56,1,DevOps
S0823,EC,F,2,6.2,70,76,32,57,3,0,1,54,55,57,0,NA
S0824,CS,F,3,8.79,91,66,100,39,1,0,0,49,67,39,1,IT Support
S0825,CS,M,2,7.69,72,59,68,42,1,0,2,88,45,64,0,NA
S0826,CE,F,4,7.84,90,76,85,68,1,0,0,67,78,48,1,Data Analyst
S0827,EC,M,2,7.4,87,74,74,31,3,1,1,38,47,38,0,NA
S0828,IT,F,2,8.39,87,67,51,49,2,0,1,37,35,41,0,NA
S0829,EC,F,4,6.71,73,56,62,63,2,0,1,47,86,58,1,SDE
S0830,CE,F,2,8.62,83,65,61,85,2,0,1,50,61,72,1,QA
S0831,CS,F,4,8.9,87,88,45,66,2,0,2,59,48,46,1,DevOps
S0832,CS,F,3,8.6,86,65,89,52,2,0,1,61,85,51,0,NA
S0833,CS,M,2,7.2,66,62,72,73,2,0,2,95,67,96,1,DevOps
S0834,ME,M,4,7.2,86,54,66,77,1,0,0,26,78,50,0,NA
S0835,CS,F,2,7.55,92,90,71,58,2,0,0,20,55,48,1,Data Analyst
S0836,CE,M,4,7.06,70,30,45,32,0,1,0,66,36,34,0,NA
S0837,ME,F,3,9.01,74,68,50,71,1,0,1,62,56,66,1,QA
S0838,CE,F,2,5.61,83,62,76,28,1,1,1,37,67,45,0,NA
S0839,CS,M,2,7.18,100,89,82,20,2,0,2,91,44,74,1,SDE
S0840,CS,F,3,7.89,85,50,40,43,2,1,1,76,38,54,0,NA
S0841,IT,M,2,5.45,94,55,73,67,3,0,2,56,69,76,1,SDE
S0842,CS,M,2,6.86,90,53,68,59,0,0,3,64,51,60,0,NA
S0843,ME,F,4,7.11,98,71,56,55,0,0,1,55,54,46,0,NA
S0844,CE,M,3,6.81,78,55,53,38,3,1,1,37,40,43,1,QA
S0845,ME,M,4,8.77,97,69,64,46,0,0,0,73,46,53,0,NA
S0846,IT,F,4,8.49,79,70,49,56,0,1,2,53,69,59,1,IT Support
S0847,IT,M,3,8.8,87,84,86,85,3,0,0,21,75,45,1,QA
S0848,EC,F,3,7.7,81,52,84,74,5,1,1,32,78,58,1,IT Support
S0849,CE,F,4,7.23,75,52,47,59,0,0,0,54,34,61,0,NA
S0850,ME,F,2,9.67,83,77,79,86,0,0,0,27,82,51,1,IT Support
S0851,IT,M,3,7.91,77,75,72,59,1,0,0,85,62,60,1,SDE
S0852,ME,F,4,7.09,100,47,67,64,1,0,1,38,66,61,0,NA
S0853,CS,M,3,6.38,74,72,55,71,1,0,1,84,75,63,0,NA
S0854,CS,M,2,6.83,83,31,68,65,1,0,0,62,69,61,0,NA
S0855,IT,M,4,8.59,92,65,89,66,2,1,0,74,86,64,1,IT Support
S0856,IT,M,2,7.56,97,78,64,68,0,0,2,51,73,67,0,NA
S0857,IT,M,3,6.23,82,63,40,28,1,1,1,82,47,62,0,NA
S0858,IT,M,2,7.01,82,55,51,73,7,0,1,10,68,25,0,NA
S0859,EC,F,4,6.06,85,83,64,62,0,0,0,64,52,53,0,NA
S0860,CS,F,3,6.87,81,45,71,75,2,0,1,52,76,56,0,NA
S0861,ME,M,4,8.94,68,80,76,74,0,0,1,45,68,67,1,SDE
S0862,ME,F,4,7.92,71,89,47,53,2,0,1,42,57,22,1,QA
S0863,CE,F,3,6.84,86,55,44,38,2,1,2,91,41,69,0,NA
S0864,CS,M,4,7.99,88,69,73,52,1,0,1,72,77,79,1,DevOps
S0865,CE,M,2,8.18,66,78,62,56,1,0,2,33,64,43,0,NA
S0866,CS,M,3,7.99,100,74,82,49,1,0,1,80,69,76,1,IT Support
S0867,ME,F,4,5.73,88,41,33,54,1,0,2,56,47,47,0,NA
S0868,EC,F,4,7.43,80,48,22,35,1,0,1,82,32,76,0,NA
S0869,CE,F,4,9.77,86,59,98,64,2,0,3,57,76,62,1,QA
S0870,EC,M,3,5.56,82,55,58,76,0,0,3,46,57,62,0,NA
S0871,CE,M,2,7.22,78,60,81,34,2,0,1,95,73,64,1,SDE
S0872,CS,F,2,8.28,94,53,100,71,3,1,1,68,93,65,1,Data Analyst
S0873,ME,F,3,7.03,78,93,63,59,1,0,1,65,64,56,1,SDE
S0874,CS,F,2,7.58,67,74,59,81,0,0,1,52,69,78,0,NA
S0875,ME,F,4,7.71,84,87,64,79,1,1,0,57,67,74,1,DevOps
S0876,CE,M,2,6.28,82,44,51,48,2,1,2,49,71,43,1,QA
S0877,EC,F,3,7.88,89,81,56,68,0,0,1,71,54,71,1,IT Support
S0878,IT,M,3,9.64,81,73,74,52,0,0,1,45,71,57,1,Data Analyst
S0879,IT,F,3,7.55,83,71,68,57,1,0,0,78,53,56,0,NA
S0880,CS,M,3,7.72,85,57,30,38,0,1,1,49,31,32,1,IT Support
S0881,CE,M,4,6.59,81,37,56,47,2,1,4,54,50,42,0,NA
S0882,CE,M,2,7.91,88,84,84,75,3,0,2,60,82,64,0,NA
S0883,CS,M,4,8.01,96,48,53,61,1,1,0,45,56,47,1,DevOps
S0884,CE,M,4,7.65,99,86,77,88,2,0,2,19,83,59,1,DevOps
S0885,IT,F,4,7.26,76,77,84,64,0,1,1,48,89,47,1,SDE
S0886,EC,M,3,6.21,97,49,27,55,1,1,1,54,39,41,0,NA
S0887,CS,F,2,6.07,70,57,56,70,2,0,1,75,70,69,0,NA
S0888,CE,M,2,7.81,82,64,88,77,1,0,0,60,79,68,1,QA
S0889,ME,M,3,7.34,77,57,47,62,0,0,1,71,50,81,0,NA
S0890,CS,F,4,9.12,81,67,78,77,2,1,1,58,70,53,1,SDE
S0891,EC,M,4,4.18,79,49,58,54,1,0,0,66,53,72,0,NA
S0892,CE,M,4,9.05,84,80,58,66,1,0,0,52,54,42,1,SDE
S0893,EC,F,3,9.94,91,100,97,55,2,0,1,52,72,54,1,SDE
S0894,CS,F,2,7.45,77,64,90,68,1,1,2,67,65,68,1,Data Analyst
S0895,ME,M,2,6.91,84,28,44,46,1,0,0,84,47,77,0,NA
S0896,IT,M,3,7.15,82,79,52,63,2,0,3,70,53,71,1,IT Support
S0897,CE,M,4,7.46,100,62,81,75,1,0,0,54,68,67,0,NA
S0898,EC,F,3,6.87,90,77,93,56,1,0,2,43,89,54,1,DevOps
S0899,ME,M,3,7.78,94,71,93,68,1,0,3,30,72,59,1,IT Support
S0900,CS,M,4,7.62,73,70,48,38,2,1,0,92,36,79,0,NA
S0901,CS,F,3,7.08,85,56,71,53,1,1,1,69,68,55,0,NA
S0902,IT,M,2,6.89,75,59,46,64,1,0,2,36,35,75,0,NA
S0903,ME,M,2,7.37,78,67,55,62,0,1,1,21,72,25,1,IT Support
S0904,IT,F,2,6.22,77,71,100,74,1,0,2,41,89,66,0,NA
S0905,EC,F,2,6.54,83,40,21,36,1,0,1,62,46,45,0,NA
S0906,CS,M,2,9.0,92,75,69,71,1,1,0,56,69,74,1,Data Analyst
S0907,EC,M,3,8.01,92,87,69,63,2,0,0,79,65,78,1,DevOps
S0908,CE,M,3,8.97,95,82,68,47,1,1,2,48,58,39,1,IT Support
S0909,IT,M,2,8.01,94,74,20,58,1,0,0,30,20,46,1,SDE
S0910,ME,M,2,6.4,75,47,56,87,2,0,1,61,64,91,0,NA
S0911,CS,M,3,6.83,90,46,51,38,3,1,1,46,50,49,0,NA
S0912,IT,F,3,7.35,71,66,87,76,1,0,0,94,94,94,1,Data Analyst
S0913,CS,M,3,6.65,100,60,44,50,1,1,1,33,49,46,1,SDE
S0914,ME,F,3,7.0,90,49,100,81,1,1,2,56,75,69,1,QA
S0915,CS,M,4,6.43,82,72,45,52,1,0,0,87,68,72,0,NA
S0916,CS,M,2,6.57,82,53,84,65,4,0,2,94,62,77,1,DevOps
S0917,CE,F,2,5.57,92,66,64,79,1,0,0,46,70,56,0,NA
S0918,IT,M,2,8.12,67,76,62,73,4,0,2,25,83,43,1,Data Analyst
S0919,IT,M,3,6.58,67,40,61,84,0,0,1,100,88,85,0,NA
S0920,ME,F,3,8.15,92,84,79,64,0,0,2,73,73,65,1,QA
S0921,CS,M,3,9.18,84,63,80,54,0,0,1,47,66,53,0,NA
S0922,EC,F,2,7.54,96,54,79,46,1,1,0,78,58,68,0,NA
S0923,CS,M,4,5.22,82,63,57,76,1,1,1,68,82,80,0,NA
S0924,IT,M,3,7.33,73,65,26,57,0,1,1,69,46,54,1,SDE
S0925,ME,M,4,7.18,84,60,61,44,2,0,0,66,52,62,1,SDE
S0926,EC,M,4,6.9,82,88,46,21,0,0,0,48,29,37,0,NA
S0927,ME,M,4,6.32,78,51,99,90,1,0,1,26,86,57,1,Data Analyst
S0928,CS,F,3,8.58,86,98,44,62,2,0,3,48,69,74,1,QA
S0929,EC,M,4,9.94,88,70,67,53,1,0,2,100,55,79,1,Data Analyst
S0930,EC,F,2,6.56,75,71,77,87,4,0,2,46,100,66,1,DevOps
S0931,ME,M,4,6.02,91,49,24,20,1,0,0,89,26,41,0,NA
S0932,ME,M,4,6.67,95,63,63,41,1,0,0,40,52,55,1,QA
S0933,IT,M,2,6.71,100,41,64,65,0,0,0,60,56,48,0,NA
S0934,CE,M,4,9.63,91,38,96,65,2,0,0,32,81,57,0,NA
S0935,ME,F,4,7.54,78,84,70,57,5,0,0,53,75,50,0,NA
S0936,EC,M,3,7.95,73,68,85,62,1,0,0,41,73,53,1,SDE
S0937,CS,M,3,8.01,79,82,59,37,4,1,2,61,34,73,1,Data Analyst
S0938,CE,M,3,6.6,79,42,73,37,1,0,1,85,58,59,0,NA
S0939,CE,M,2,9.18,61,88,97,71,2,0,1,71,86,72,1,DevOps
S0940,IT,F,2,6.13,100,60,64,51,1,0,2,33,61,38,1,SDE
S0941,CE,M,4,8.26,77,92,80,59,2,1,1,66,71,69,1,DevOps
S0942,CS,F,2,8.76,85,61,74,49,0,0,2,91,43,73,0,NA
S0943,ME,M,4,7.49,81,77,72,81,2,0,1,47,74,75,1,SDE
S0944,IT,F,3,6.26,81,83,79,54,4,1,0,59,68,61,1,QA
S0945,EC,F,2,7.28,68,58,82,34,2,0,0,39,53,40,0,NA
S0946,ME,F,2,8.34,76,57,52,73,2,0,1,43,57,33,1,DevOps
S0947,CE,F,4,8.68,73,83,57,59,1,1,0,74,60,67,1,IT Support
S0948,EC,M,2,7.08,100,66,43,40,1,0,1,100,23,73,0,NA
S0949,ME,M,4,6.1,85,77,58,39,2,1,2,63,56,56,1,Data Analyst
S0950,EC,M,3,8.05,98,70,57,61,2,0,0,52,76,64,0,NA
S0951,EC,F,4,7.85,88,65,59,58,0,0,1,99,53,91,1,SDE
S0952,CS,M,2,7.55,86,76,65,74,1,0,0,68,81,63,0,NA
S0953,ME,F,4,7.23,100,56,26,53,0,1,2,83,42,61,0,NA
S0954,IT,F,3,7.25,80,61,76,69,1,0,0,100,82,93,0,NA
S0955,ME,M,3,6.23,92,31,58,75,5,1,0,48,55,53,1,DevOps
S0956,CE,F,4,6.61,80,78,60,74,0,0,1,63,80,74,0,NA
S0957,EC,M,4,7.36,91,70,41,50,0,0,0,47,46,46,0,NA
S0958,ME,M,4,8.48,97,67,62,47,2,1,0,72,62,52,1,DevOps
S0959,IT,F,3,8.05,100,94,79,50,1,0,2,33,78,39,0,NA
S0960,CS,F,4,7.23,100,80,37,51,3,0,1,41,50,52,0,NA
S0961,EC,M,4,8.41,83,57,58,51,0,0,0,70,45,68,0,NA
S0962,IT,M,3,6.89,70,42,47,56,1,1,1,40,44,49,0,NA
S0963,IT,M,3,6.5,91,53,78,74,1,0,0,63,85,76,0,NA
S0964,IT,F,4,7.79,83,77,52,44,0,0,3,61,39,48,0,NA
S0965,EC,F,3,5.58,69,59,46,44,1,1,0,61,36,65,0,NA
S0966,CE,M,2,6.8,83,90,60,39,3,0,0,49,59,35,1,Data Analyst
S0967,CS,M,3,5.59,70,64,60,53,2,0,0,100,71,74,0,NA
S0968,ME,M,3,8.27,82,78,89,56,0,0,0,53,63,55,1,DevOps
S0969,CS,F,4,7.97,73,83,100,56,0,0,4,33,81,38,1,SDE
S0970,IT,M,4,9.12,73,51,70,42,3,1,0,34,49,25,0,NA
S0971,CS,M,2,5.71,84,35,96,51,0,1,1,56,91,61,1,SDE
S0972,ME,M,4,8.67,94,77,82,51,0,0,1,62,68,53,1,QA
S0973,ME,F,3,6.44,83,66,86,64,4,0,0,78,94,77,0,NA
S0974,CE,M,4,7.32,73,74,48,45,2,0,0,40,46,44,1,IT Support
S0975,CE,F,4,6.72,86,58,78,60,2,1,0,58,45,59,1,DevOps
S0976,CS,M,2,6.73,91,47,87,75,0,0,2,60,100,58,0,NA
S0977,CS,M,4,6.38,77,49,48,51,1,0,0,54,46,54,0,NA
S0978,CS,M,3,5.97,79,78,64,64,1,0,0,64,59,72,0,NA
S0979,IT,F,4,7.41,82,60,65,43,0,1,1,51,41,49,1,QA
S0980,CE,F,2,5.94,87,58,95,60,1,1,2,44,78,45,0,NA
S0981,EC,M,3,5.89,90,42,83,51,1,1,0,100,67,83,0,NA
S0982,CE,M,2,7.39,96,61,74,68,3,0,1,40,73,70,0,NA
S0983,ME,M,2,7.92,84,79,72,61,3,0,1,57,57,58,1,SDE
S0984,EC,M,2,7.03,83,49,36,58,4,0,1,60,69,59,0,NA
S0985,EC,M,4,8.05,81,48,67,56,2,1,1,80,77,54,0,NA
S0986,EC,F,4,7.72,73,80,83,97,3,1,1,69,79,79,1,QA
S0987,CE,M,2,7.37,84,59,71,59,4,0,0,56,45,61,1,SDE
S0988,ME,M,4,7.75,96,73,85,62,2,1,2,62,87,61,1,Data Analyst
S0989,CS,M,2,7.56,79,62,31,48,0,0,4,37,27,34,0,NA
S0990,EC,M,4,6.39,92,63,20,65,2,0,2,61,41,48,0,NA
S0991,EC,M,3,8.0,86,68,53,57,2,1,1,59,78,75,1,QA
S0992,IT,F,2,6.04,100,54,55,46,2,0,1,47,54,46,0,NA
S0993,ME,M,4,7.06,86,79,72,70,1,0,2,26,62,43,0,NA
S0994,CS,M,4,8.09,82,87,96,57,4,0,3,61,74,62,1,DevOps
S0995,EC,M,4,7.69,84,68,51,29,1,0,3,44,42,20,1,DevOps
S0996,CE,M,2,7.16,88,80,47,41,3,0,0,62,46,37,0,NA
S0997,EC,M,2,9.09,74,72,79,48,0,0,0,24,57,53,0,NA
S0998,IT,F,4,7.67,92,76,57,59,1,0,3,70,52,58,0,NA
S0999,CS,M,4,7.96,73,83,58,56,0,0,2,87,63,66,0,NA
S1000,IT,M,2,6.66,73,67,59,91,1,0,0,60,89,93,1,DevOps
